"month","year","period","plot","species","n","treatment","sampled"
1,1987,107,17,"RM",3,"control",1
1,1987,107,18,"DM",1,"control",1
1,1987,107,18,"PE",2,"control",1
1,1987,107,18,"RM",1,"control",1
1,1987,107,20,"DM",2,"control",1
1,1987,107,20,"DO",2,"control",1
1,1987,107,20,"RM",2,"control",1
1,1987,107,22,"DM",2,"control",1
1,1987,107,22,"RM",1,"control",1
1,1988,118,2,"DM",3,"control",1
1,1988,118,2,"DO",2,"control",1
1,1988,118,2,"PE",4,"control",1
1,1988,118,2,"RM",1,"control",1
1,1988,118,4,"DM",5,"control",1
1,1988,118,4,"DS",1,"control",1
1,1988,118,4,"RM",1,"control",1
1,1988,118,8,"DM",3,"control",1
1,1988,118,8,"DO",2,"control",1
1,1988,118,8,"DS",1,"control",1
1,1988,118,11,"DM",5,"control",1
1,1988,118,11,"DO",1,"control",1
1,1988,118,11,"PE",1,"control",1
1,1988,118,11,"PM",1,"control",1
1,1988,118,12,"DM",2,"control",1
1,1988,118,12,"DO",3,"control",1
1,1988,118,12,"PE",1,"control",1
1,1988,118,12,"RM",2,"control",1
1,1988,118,14,"DM",1,"control",1
1,1988,118,14,"RM",1,"control",1
1,1988,118,17,"DO",2,"control",1
1,1988,118,17,"PE",1,"control",1
1,1988,118,17,"RM",1,"control",1
1,1988,118,22,"DM",3,"control",1
1,1988,118,22,"DS",1,"control",1
1,1988,118,22,"PE",1,"control",1
1,1988,118,22,"RM",1,"control",1
1,1989,130,2,"DO",2,"control",1
1,1989,130,2,"PE",1,"control",1
1,1989,130,2,"RM",1,"control",1
1,1989,130,4,"DM",5,"control",1
1,1989,130,4,"DS",1,"control",1
1,1989,130,4,"RM",1,"control",1
1,1989,130,8,"DM",7,"control",1
1,1989,130,8,"DS",1,"control",1
1,1989,130,8,"RM",1,"control",1
1,1989,130,11,"DM",3,"control",1
1,1989,130,11,"PE",1,"control",1
1,1989,130,11,"RM",2,"control",1
1,1989,130,12,"DM",2,"control",1
1,1989,130,12,"PE",2,"control",1
1,1989,130,12,"RF",1,"control",1
1,1989,130,12,"RM",3,"control",1
1,1989,130,14,"DM",4,"control",1
1,1989,130,17,"DO",1,"control",1
1,1989,130,17,"PE",3,"control",1
1,1989,130,22,"DM",1,"control",1
1,1989,130,22,"DS",1,"control",1
1,1989,130,22,"RM",1,"control",1
1,1990,142,2,"DO",2,"control",1
1,1990,142,2,"PE",1,"control",1
1,1990,142,4,"DM",10,"control",1
1,1990,142,4,"DS",2,"control",1
1,1990,142,8,"DM",5,"control",1
1,1990,142,8,"DO",1,"control",1
1,1990,142,11,"DM",3,"control",1
1,1990,142,11,"DO",2,"control",1
1,1990,142,12,"DO",3,"control",1
1,1990,142,12,"RM",2,"control",1
1,1990,142,14,"DM",1,"control",1
1,1990,142,14,"DO",1,"control",1
1,1990,142,17,"DM",1,"control",1
1,1990,142,17,"DO",3,"control",1
1,1990,142,17,"PE",1,"control",1
1,1990,142,17,"RM",1,"control",1
1,1990,142,22,"DM",1,"control",1
1,1990,143,2,"DO",3,"control",1
1,1990,143,2,"PE",1,"control",1
1,1990,143,4,"DM",10,"control",1
1,1990,143,4,"DS",1,"control",1
1,1990,143,8,"DM",7,"control",1
1,1990,143,11,"DM",3,"control",1
1,1990,143,11,"DO",3,"control",1
1,1990,143,12,"DO",2,"control",1
1,1990,143,12,"RM",1,"control",1
1,1990,143,14,"DM",3,"control",1
1,1990,143,14,"DO",1,"control",1
1,1990,143,14,"RM",1,"control",1
1,1990,143,17,"DO",1,"control",1
1,1990,143,17,"RM",1,"control",1
1,1990,143,22,"DM",2,"control",1
1,1990,143,22,"PH",1,"control",1
1,1991,155,2,"DM",2,"control",1
1,1991,155,2,"DO",4,"control",1
1,1991,155,2,"RM",1,"control",1
1,1991,155,4,"DM",7,"control",1
1,1991,155,4,"RM",1,"control",1
1,1991,155,8,"DM",7,"control",1
1,1991,155,11,"DM",7,"control",1
1,1991,155,11,"DO",1,"control",1
1,1991,155,12,"DM",1,"control",1
1,1991,155,12,"DO",3,"control",1
1,1991,155,14,"DM",6,"control",1
1,1991,155,14,"DO",1,"control",1
1,1991,155,14,"RM",1,"control",1
1,1991,155,17,"DM",1,"control",1
1,1991,155,17,"DO",1,"control",1
1,1991,155,17,"RM",4,"control",1
1,1991,155,22,"DS",1,"control",1
1,1992,167,2,"DM",1,"control",1
1,1992,167,2,"DO",3,"control",1
1,1992,167,2,"PE",2,"control",1
1,1992,167,2,"RM",1,"control",1
1,1992,167,4,"DM",4,"control",1
1,1992,167,8,"DM",3,"control",1
1,1992,167,8,"DO",1,"control",1
1,1992,167,11,"DM",3,"control",1
1,1992,167,11,"RM",2,"control",1
1,1992,167,12,"DM",3,"control",1
1,1992,167,12,"RM",2,"control",1
1,1992,167,14,"DM",3,"control",1
1,1992,167,17,"DM",2,"control",1
1,1992,167,17,"DO",2,"control",1
1,1992,167,22,"DM",1,"control",1
1,1992,167,22,"DS",1,"control",1
1,1993,179,2,"PE",1,"control",1
1,1993,179,2,"RM",2,"control",1
1,1993,179,8,"DO",1,"control",1
1,1993,179,11,"DM",2,"control",1
1,1993,179,12,"DM",2,"control",1
1,1993,179,12,"RM",1,"control",1
1,1993,179,14,"DM",3,"control",1
1,1993,179,14,"DS",1,"control",1
1,1993,179,17,"DM",6,"control",1
1,1993,179,22,"DS",1,"control",1
1,1995,203,2,"DM",1,"control",1
1,1995,203,2,"DO",3,"control",1
1,1995,203,4,"DM",2,"control",1
1,1995,203,8,"DM",2,"control",1
1,1995,203,8,"DO",2,"control",1
1,1995,203,11,"DM",3,"control",1
1,1995,203,12,"DM",2,"control",1
1,1995,203,12,"DO",1,"control",1
1,1995,203,14,"DM",2,"control",1
1,1995,203,17,"DM",2,"control",1
1,1995,203,22,"DM",2,"control",1
1,1996,216,2,"DM",6,"control",1
1,1996,216,2,"DO",2,"control",1
1,1996,216,2,"PB",1,"control",1
1,1996,216,2,"PE",2,"control",1
1,1996,216,4,"DM",6,"control",1
1,1996,216,4,"PF",3,"control",1
1,1996,216,8,"DM",3,"control",1
1,1996,216,8,"DO",5,"control",1
1,1996,216,11,"DM",2,"control",1
1,1996,216,11,"DO",1,"control",1
1,1996,216,11,"RM",1,"control",1
1,1996,216,12,"DM",5,"control",1
1,1996,216,14,"DM",8,"control",1
1,1996,216,14,"PF",1,"control",1
1,1996,216,17,"DM",7,"control",1
1,1996,216,17,"PF",1,"control",1
1,1996,216,22,"DM",3,"control",1
1,1998,239,2,"DM",2,"control",1
1,1998,239,2,"DO",2,"control",1
1,1998,239,2,"DS",1,"control",1
1,1998,239,2,"PB",1,"control",1
1,1998,239,12,"DM",11,"control",1
1,1998,239,17,"DM",5,"control",1
1,1998,239,22,"DM",4,"control",1
1,1998,239,22,"PB",2,"control",1
1,1999,251,2,"DM",2,"control",1
1,1999,251,2,"DO",3,"control",1
1,1999,251,2,"DS",1,"control",1
1,1999,251,2,"PE",1,"control",1
1,1999,251,4,"DM",9,"control",1
1,1999,251,8,"DM",3,"control",1
1,1999,251,8,"DO",2,"control",1
1,1999,251,8,"PB",1,"control",1
1,1999,251,11,"DM",4,"control",1
1,1999,251,11,"DO",1,"control",1
1,1999,251,12,"DM",7,"control",1
1,1999,251,12,"DO",1,"control",1
1,1999,251,12,"PB",1,"control",1
1,1999,251,12,"RM",1,"control",1
1,1999,251,14,"DM",1,"control",1
1,1999,251,17,"DM",9,"control",1
1,1999,251,17,"DO",1,"control",1
1,1999,251,22,"DM",3,"control",1
1,1999,251,22,"PB",2,"control",1
1,2000,261,2,"DO",2,"control",1
1,2000,261,2,"PB",2,"control",1
1,2000,261,2,"PP",1,"control",1
1,2000,261,4,"DM",1,"control",1
1,2000,261,4,"PB",3,"control",1
1,2000,261,4,"PP",1,"control",1
1,2000,261,8,"DO",1,"control",1
1,2000,261,8,"PB",2,"control",1
1,2000,261,8,"PP",3,"control",1
1,2000,261,11,"DM",4,"control",1
1,2000,261,11,"DO",1,"control",1
1,2000,261,11,"PP",3,"control",1
1,2000,261,12,"DM",1,"control",1
1,2000,261,12,"DO",4,"control",1
1,2000,261,12,"PB",1,"control",1
1,2000,261,12,"PP",2,"control",1
1,2000,261,14,"DM",2,"control",1
1,2000,261,14,"PP",2,"control",1
1,2000,261,17,"DM",2,"control",1
1,2000,261,17,"DO",1,"control",1
1,2000,261,17,"PB",1,"control",1
1,2000,261,17,"PP",1,"control",1
1,2000,261,22,"DM",2,"control",1
1,2000,261,22,"PB",6,"control",1
1,2001,272,2,"DM",1,"control",1
1,2001,272,2,"PB",2,"control",1
1,2001,272,2,"RM",1,"control",1
1,2001,272,4,"DM",1,"control",1
1,2001,272,4,"PB",1,"control",1
1,2001,272,8,"PB",1,"control",1
1,2001,272,11,"DM",4,"control",1
1,2001,272,12,"DM",2,"control",1
1,2001,272,12,"DO",1,"control",1
1,2001,272,14,"DM",6,"control",1
1,2001,272,17,"DM",5,"control",1
1,2001,272,22,"PB",4,"control",1
1,2002,284,2,"DM",2,"control",1
1,2002,284,2,"DO",2,"control",1
1,2002,284,2,"PB",2,"control",1
1,2002,284,2,"PE",1,"control",1
1,2002,284,12,"DM",2,"control",1
1,2002,284,12,"DO",4,"control",1
1,2002,284,12,"PE",2,"control",1
1,2002,284,17,"DM",4,"control",1
1,2002,284,17,"PB",2,"control",1
1,2002,284,22,"DM",1,"control",1
1,2002,284,22,"PB",2,"control",1
1,2004,308,2,"DM",1,"control",1
1,2004,308,2,"PB",1,"control",1
1,2004,308,4,"DO",3,"control",1
1,2004,308,8,"DM",3,"control",1
1,2004,308,8,"PB",1,"control",1
1,2004,308,11,"DM",3,"control",1
1,2004,308,11,"DO",3,"control",1
1,2004,308,12,"DM",3,"control",1
1,2004,308,12,"DO",2,"control",1
1,2004,308,14,"DM",3,"control",1
1,2004,308,17,"DM",4,"control",1
1,2004,308,17,"PB",1,"control",1
1,2004,308,22,"DM",1,"control",1
1,2004,308,22,"PB",5,"control",1
1,2005,320,1,"DO",5,"control",1
1,2005,320,1,"PB",4,"control",1
1,2005,320,2,"PB",7,"control",1
1,2005,320,2,"PE",2,"control",1
1,2005,320,2,"PM",1,"control",1
1,2005,320,4,"DO",8,"control",1
1,2005,320,4,"PP",1,"control",1
1,2005,320,8,"DO",4,"control",1
1,2005,320,9,"DM",3,"control",1
1,2005,320,9,"DO",5,"control",1
1,2005,320,9,"PB",1,"control",1
1,2005,320,11,"DM",2,"control",1
1,2005,320,11,"PB",1,"control",1
1,2005,320,12,"DM",1,"control",1
1,2005,320,12,"DO",2,"control",1
1,2005,320,12,"PP",1,"control",1
1,2005,320,14,"DM",2,"control",1
1,2005,320,17,"DM",3,"control",1
1,2005,320,17,"PB",3,"control",1
1,2005,320,17,"PP",1,"control",1
1,2005,320,22,"PB",5,"control",1
1,2006,331,1,"DO",2,"control",1
1,2006,331,1,"PB",2,"control",1
1,2006,331,1,"PP",1,"control",1
1,2006,331,2,"DM",2,"control",1
1,2006,331,2,"DO",2,"control",1
1,2006,331,2,"PB",4,"control",1
1,2006,331,2,"PE",1,"control",1
1,2006,331,2,"PM",1,"control",1
1,2006,331,2,"RM",1,"control",1
1,2006,331,4,"DO",6,"control",1
1,2006,331,4,"PB",1,"control",1
1,2006,331,8,"DO",2,"control",1
1,2006,331,8,"PB",1,"control",1
1,2006,331,9,"DM",2,"control",1
1,2006,331,9,"PB",1,"control",1
1,2006,331,11,"DM",2,"control",1
1,2006,331,11,"PB",1,"control",1
1,2006,331,11,"PP",1,"control",1
1,2006,331,12,"DM",1,"control",1
1,2006,331,12,"DO",1,"control",1
1,2006,331,12,"PB",1,"control",1
1,2006,331,14,"DM",5,"control",1
1,2006,331,14,"DO",3,"control",1
1,2006,331,14,"PB",3,"control",1
1,2006,331,14,"PP",1,"control",1
1,2006,331,17,"DM",3,"control",1
1,2006,331,17,"PB",2,"control",1
1,2006,331,22,"PB",6,"control",1
1,2006,332,1,"DO",3,"control",1
1,2006,332,1,"PB",1,"control",1
1,2006,332,1,"PE",1,"control",1
1,2006,332,1,"PP",1,"control",1
1,2006,332,2,"DM",2,"control",1
1,2006,332,2,"DO",3,"control",1
1,2006,332,2,"PB",5,"control",1
1,2006,332,2,"PE",2,"control",1
1,2006,332,2,"PM",1,"control",1
1,2006,332,2,"RM",1,"control",1
1,2006,332,4,"DO",5,"control",1
1,2006,332,4,"PB",1,"control",1
1,2006,332,8,"DO",3,"control",1
1,2006,332,8,"PB",1,"control",1
1,2006,332,8,"PP",1,"control",1
1,2006,332,9,"DM",2,"control",1
1,2006,332,9,"PP",1,"control",1
1,2006,332,11,"DM",4,"control",1
1,2006,332,12,"DO",1,"control",1
1,2006,332,12,"PB",1,"control",1
1,2006,332,14,"DM",3,"control",1
1,2006,332,14,"DO",2,"control",1
1,2006,332,14,"PB",2,"control",1
1,2006,332,17,"DM",3,"control",1
1,2006,332,17,"PB",1,"control",1
1,2006,332,17,"PP",2,"control",1
1,2006,332,17,"RM",1,"control",1
1,2006,332,22,"PB",7,"control",1
1,2007,344,1,"DM",1,"control",1
1,2007,344,1,"DO",2,"control",1
1,2007,344,1,"PB",5,"control",1
1,2007,344,1,"PP",3,"control",1
1,2007,344,2,"DM",1,"control",1
1,2007,344,2,"PB",4,"control",1
1,2007,344,2,"PE",2,"control",1
1,2007,344,2,"PP",3,"control",1
1,2007,344,12,"DM",1,"control",1
1,2007,344,12,"DO",4,"control",1
1,2007,344,12,"PB",2,"control",1
1,2007,344,12,"PP",5,"control",1
1,2007,344,17,"DM",2,"control",1
1,2007,344,17,"DO",2,"control",1
1,2007,344,17,"PB",4,"control",1
1,2007,344,17,"PE",1,"control",1
1,2007,344,17,"PP",4,"control",1
1,2007,344,22,"DM",1,"control",1
1,2007,344,22,"PB",7,"control",1
1,2007,344,22,"PP",1,"control",1
1,2007,344,22,"RM",1,"control",1
1,2008,356,1,"BA",1,"control",1
1,2008,356,1,"DM",3,"control",1
1,2008,356,1,"DO",4,"control",1
1,2008,356,1,"PB",3,"control",1
1,2008,356,1,"RM",2,"control",1
1,2008,356,2,"DM",3,"control",1
1,2008,356,2,"DO",3,"control",1
1,2008,356,2,"PB",6,"control",1
1,2008,356,2,"PE",1,"control",1
1,2008,356,2,"PL",4,"control",1
1,2008,356,4,"DO",5,"control",1
1,2008,356,4,"RM",1,"control",1
1,2008,356,8,"DM",1,"control",1
1,2008,356,8,"DO",4,"control",1
1,2008,356,8,"DS",1,"control",1
1,2008,356,8,"PB",2,"control",1
1,2008,356,8,"RM",1,"control",1
1,2008,356,9,"BA",1,"control",1
1,2008,356,9,"DM",4,"control",1
1,2008,356,9,"DO",2,"control",1
1,2008,356,9,"PB",4,"control",1
1,2008,356,11,"DM",5,"control",1
1,2008,356,11,"DO",1,"control",1
1,2008,356,11,"PB",1,"control",1
1,2008,356,12,"DM",3,"control",1
1,2008,356,12,"DO",5,"control",1
1,2008,356,12,"PB",2,"control",1
1,2008,356,14,"DM",7,"control",1
1,2008,356,14,"DO",3,"control",1
1,2008,356,14,"RM",1,"control",1
1,2008,356,17,"DM",5,"control",1
1,2008,356,17,"DO",3,"control",1
1,2008,356,17,"PB",4,"control",1
1,2008,356,17,"RM",1,"control",1
1,2008,356,22,"DM",2,"control",1
1,2008,356,22,"DO",1,"control",1
1,2008,356,22,"PB",6,"control",1
1,2008,356,22,"RM",1,"control",1
1,2009,369,1,"DO",2,"control",1
1,2009,369,2,"PB",2,"control",1
1,2009,369,4,"DO",6,"control",1
1,2009,369,8,"DO",4,"control",1
1,2009,369,8,"DS",1,"control",1
1,2009,369,8,"PB",1,"control",1
1,2009,369,9,"DM",1,"control",1
1,2009,369,9,"DO",3,"control",1
1,2009,369,11,"DM",6,"control",1
1,2009,369,11,"DO",1,"control",1
1,2009,369,12,"DM",1,"control",1
1,2009,369,12,"DO",2,"control",1
1,2009,369,14,"DM",7,"control",1
1,2009,369,14,"DO",1,"control",1
1,2009,369,17,"BA",1,"control",1
1,2009,369,17,"DM",3,"control",1
1,2009,369,17,"DO",3,"control",1
1,2009,369,17,"PB",1,"control",1
1,2009,369,22,"DM",1,"control",1
1,2009,369,22,"PB",1,"control",1
1,2010,381,1,"DM",1,"control",1
1,2010,381,2,"DM",1,"control",1
1,2010,381,8,"DM",1,"control",1
1,2010,381,9,"DM",2,"control",1
1,2010,381,11,"DM",1,"control",1
1,2010,381,14,"DM",4,"control",1
1,2010,381,17,"DM",1,"control",1
1,2010,381,22,"DS",1,"control",1
1,2010,381,22,"PB",1,"control",1
1,2011,389,1,"DM",1,"control",1
1,2011,389,1,"DO",4,"control",1
1,2011,389,2,"DM",3,"control",1
1,2011,389,4,"DM",5,"control",1
1,2011,389,4,"PP",1,"control",1
1,2011,389,8,"DM",1,"control",1
1,2011,389,8,"DO",1,"control",1
1,2011,389,9,"DM",2,"control",1
1,2011,389,11,"DM",3,"control",1
1,2011,389,12,"DM",2,"control",1
1,2011,389,14,"DM",2,"control",1
1,2011,389,17,"DM",3,"control",1
1,2011,389,17,"DO",1,"control",1
1,2011,389,22,"DM",1,"control",1
1,2012,401,1,"DM",2,"control",1
1,2012,401,2,"DM",3,"control",1
1,2012,401,2,"DO",1,"control",1
1,2012,401,2,"PB",1,"control",1
1,2012,401,2,"PE",1,"control",1
1,2012,401,2,"RO",1,"control",1
1,2012,401,4,"DM",2,"control",1
1,2012,401,4,"PF",1,"control",1
1,2012,401,4,"RM",1,"control",1
1,2012,401,8,"DM",1,"control",1
1,2012,401,9,"DM",4,"control",1
1,2012,401,9,"PP",2,"control",1
1,2012,401,11,"DM",6,"control",1
1,2012,401,11,"PP",1,"control",1
1,2012,401,12,"DM",3,"control",1
1,2012,401,12,"DO",1,"control",1
1,2012,401,12,"PE",1,"control",1
