"year","season","plot","species","abundance","quads","treatment"
1985,"winter",3,"mala fend",32,16,"exclosure"
1985,"winter",3,"micr lene",39,16,"exclosure"
1985,"winter",3,"phac ariz",5,16,"exclosure"
1985,"winter",3,"plan purs",186,16,"exclosure"
1985,"winter",3,"sper echi",7,16,"exclosure"
1985,"winter",3,"step exig",9,16,"exclosure"
1985,"winter",15,"astr nutt",6,16,"exclosure"
1985,"winter",15,"cryp cras",24,16,"exclosure"
1985,"winter",15,"cryp micr",3,16,"exclosure"
1985,"winter",15,"desc pinn",9,16,"exclosure"
1985,"winter",15,"eria diff",193,16,"exclosure"
1985,"winter",15,"erig dive",1,16,"exclosure"
1985,"winter",15,"erio aber",2,16,"exclosure"
1985,"winter",15,"gili sinu",1,16,"exclosure"
1985,"winter",15,"hapl grac",1,16,"exclosure"
1985,"winter",15,"mala fend",13,16,"exclosure"
1985,"winter",15,"micr lene",1,16,"exclosure"
1985,"winter",15,"phac ariz",1,16,"exclosure"
1985,"winter",15,"sper echi",36,16,"exclosure"
1985,"winter",15,"step exig",3,16,"exclosure"
1985,"winter",19,"astr allo",3,16,"exclosure"
1985,"winter",19,"astr nutt",1,16,"exclosure"
1985,"winter",19,"bail mult",3,16,"exclosure"
1985,"winter",19,"chae stev",23,16,"exclosure"
1985,"winter",19,"cryp cras",13,16,"exclosure"
1985,"winter",19,"cryp micr",6,16,"exclosure"
1985,"winter",19,"desc pinn",10,16,"exclosure"
1985,"winter",19,"eria diff",693,16,"exclosure"
1985,"winter",19,"erio aber",12,16,"exclosure"
1985,"winter",19,"erod cicu",137,16,"exclosure"
1985,"winter",19,"hapl grac",9,16,"exclosure"
1985,"winter",19,"lepi lasi",1,16,"exclosure"
1985,"winter",19,"lesq gord",69,16,"exclosure"
1985,"winter",19,"mala fend",15,16,"exclosure"
1985,"winter",19,"micr lene",1,16,"exclosure"
1985,"winter",19,"phac ariz",3,16,"exclosure"
1985,"winter",19,"sper echi",7,16,"exclosure"
1985,"winter",21,"astr allo",1,16,"exclosure"
1985,"winter",21,"astr nutt",21,16,"exclosure"
1985,"winter",21,"bail mult",101,16,"exclosure"
1985,"winter",21,"chae stev",7,16,"exclosure"
1985,"winter",21,"cryp cras",19,16,"exclosure"
1985,"winter",21,"cryp micr",41,16,"exclosure"
1985,"winter",21,"desc pinn",17,16,"exclosure"
1985,"winter",21,"eria diff",801,16,"exclosure"
1985,"winter",21,"erig dive",6,16,"exclosure"
1985,"winter",21,"erio aber",18,16,"exclosure"
1985,"winter",21,"erod cicu",7,16,"exclosure"
1985,"winter",21,"erod texa",3,16,"exclosure"
1985,"winter",21,"gili sinu",3,16,"exclosure"
1985,"winter",21,"hapl grac",1039,16,"exclosure"
1985,"winter",21,"lepi lasi",6,16,"exclosure"
1985,"winter",21,"lesq gord",56,16,"exclosure"
1985,"winter",21,"mala fend",28,16,"exclosure"
1985,"winter",21,"micr lene",82,16,"exclosure"
1985,"winter",21,"phac ariz",1,16,"exclosure"
1985,"winter",21,"sper echi",5,16,"exclosure"
1985,"winter",21,"step exig",2,16,"exclosure"
1986,"winter",3,"astr allo",2,16,"exclosure"
1986,"winter",3,"astr nutt",9,16,"exclosure"
1986,"winter",3,"bail mult",117,16,"exclosure"
1986,"winter",3,"cryp cras",2,16,"exclosure"
1986,"winter",3,"cryp micr",21,16,"exclosure"
1986,"winter",3,"desc pinn",4,16,"exclosure"
1986,"winter",3,"eria diff",80,16,"exclosure"
1986,"winter",3,"erig dive",55,16,"exclosure"
1986,"winter",3,"erio aber",266,16,"exclosure"
1986,"winter",3,"erod cicu",74,16,"exclosure"
1986,"winter",3,"erod texa",16,16,"exclosure"
1986,"winter",3,"gili sinu",2,16,"exclosure"
1986,"winter",3,"hapl grac",41,16,"exclosure"
1986,"winter",3,"lesq gord",3,16,"exclosure"
1986,"winter",3,"mala fend",1,16,"exclosure"
1986,"winter",3,"micr lene",1,16,"exclosure"
1986,"winter",3,"plan purs",72,16,"exclosure"
1986,"winter",3,"sper echi",9,16,"exclosure"
1986,"winter",3,"step exig",1,16,"exclosure"
1986,"winter",15,"astr nutt",5,16,"exclosure"
1986,"winter",15,"cryp cras",3,16,"exclosure"
1986,"winter",15,"desc pinn",9,16,"exclosure"
1986,"winter",15,"eria diff",38,16,"exclosure"
1986,"winter",15,"erig dive",3,16,"exclosure"
1986,"winter",15,"erio aber",7,16,"exclosure"
1986,"winter",15,"erod cicu",1,16,"exclosure"
1986,"winter",15,"hapl grac",2,16,"exclosure"
1986,"winter",15,"lepi lasi",1,16,"exclosure"
1986,"winter",15,"lesq gord",1,16,"exclosure"
1986,"winter",15,"mala fend",2,16,"exclosure"
1986,"winter",15,"phac ariz",1,16,"exclosure"
1986,"winter",15,"sper echi",10,16,"exclosure"
1986,"winter",15,"step exig",1,16,"exclosure"
1986,"winter",19,"astr nutt",11,16,"exclosure"
1986,"winter",19,"bail mult",13,16,"exclosure"
1986,"winter",19,"chae stev",23,16,"exclosure"
1986,"winter",19,"cryp micr",4,16,"exclosure"
1986,"winter",19,"eria diff",115,16,"exclosure"
1986,"winter",19,"erig dive",2,16,"exclosure"
1986,"winter",19,"erio aber",16,16,"exclosure"
1986,"winter",19,"erod cicu",150,16,"exclosure"
1986,"winter",19,"hapl grac",237,16,"exclosure"
1986,"winter",19,"lepi lasi",3,16,"exclosure"
1986,"winter",19,"lesq gord",10,16,"exclosure"
1986,"winter",19,"mala fend",5,16,"exclosure"
1986,"winter",19,"micr lene",3,16,"exclosure"
1986,"winter",19,"sper echi",1,16,"exclosure"
1986,"winter",21,"astr allo",2,16,"exclosure"
1986,"winter",21,"astr nutt",21,16,"exclosure"
1986,"winter",21,"bail mult",30,16,"exclosure"
1986,"winter",21,"chae stev",18,16,"exclosure"
1986,"winter",21,"cryp micr",1,16,"exclosure"
1986,"winter",21,"desc pinn",1,16,"exclosure"
1986,"winter",21,"eria diff",73,16,"exclosure"
1986,"winter",21,"erig dive",7,16,"exclosure"
1986,"winter",21,"erio aber",73,16,"exclosure"
1986,"winter",21,"erod cicu",10,16,"exclosure"
1986,"winter",21,"erod texa",8,16,"exclosure"
1986,"winter",21,"hapl grac",2571,16,"exclosure"
1986,"winter",21,"lesq gord",51,16,"exclosure"
1986,"winter",21,"mala fend",4,16,"exclosure"
1986,"winter",21,"plan purs",1,16,"exclosure"
1986,"winter",21,"sper echi",8,16,"exclosure"
1987,"winter",3,"astr allo",6,16,"exclosure"
1987,"winter",3,"astr nutt",11,16,"exclosure"
1987,"winter",3,"bail mult",65,16,"exclosure"
1987,"winter",3,"cryp cras",2,16,"exclosure"
1987,"winter",3,"cryp micr",188,16,"exclosure"
1987,"winter",3,"desc pinn",52,16,"exclosure"
1987,"winter",3,"eria diff",214,16,"exclosure"
1987,"winter",3,"erig dive",51,16,"exclosure"
1987,"winter",3,"erio aber",460,16,"exclosure"
1987,"winter",3,"erod cicu",453,16,"exclosure"
1987,"winter",3,"erod texa",6,16,"exclosure"
1987,"winter",3,"gili sinu",31,16,"exclosure"
1987,"winter",3,"hapl grac",1191,16,"exclosure"
1987,"winter",3,"lepi lasi",6,16,"exclosure"
1987,"winter",3,"lesq gord",2,16,"exclosure"
1987,"winter",3,"mala fend",29,16,"exclosure"
1987,"winter",3,"micr lene",10,16,"exclosure"
1987,"winter",3,"phac ariz",5,16,"exclosure"
1987,"winter",3,"plan purs",882,16,"exclosure"
1987,"winter",3,"sper echi",28,16,"exclosure"
1987,"winter",3,"step exig",5,16,"exclosure"
1987,"winter",15,"astr allo",1,16,"exclosure"
1987,"winter",15,"astr nutt",54,16,"exclosure"
1987,"winter",15,"bail mult",14,16,"exclosure"
1987,"winter",15,"cryp cras",19,16,"exclosure"
1987,"winter",15,"cryp micr",22,16,"exclosure"
1987,"winter",15,"desc pinn",50,16,"exclosure"
1987,"winter",15,"eria diff",129,16,"exclosure"
1987,"winter",15,"erig dive",47,16,"exclosure"
1987,"winter",15,"erio aber",117,16,"exclosure"
1987,"winter",15,"erod cicu",2,16,"exclosure"
1987,"winter",15,"gili sinu",2,16,"exclosure"
1987,"winter",15,"hapl grac",43,16,"exclosure"
1987,"winter",15,"mala fend",15,16,"exclosure"
1987,"winter",15,"micr lene",4,16,"exclosure"
1987,"winter",15,"phac ariz",22,16,"exclosure"
1987,"winter",15,"sper echi",50,16,"exclosure"
1987,"winter",15,"step exig",4,16,"exclosure"
1987,"winter",19,"astr allo",1,16,"exclosure"
1987,"winter",19,"astr nutt",11,16,"exclosure"
1987,"winter",19,"bail mult",10,16,"exclosure"
1987,"winter",19,"chae stev",80,16,"exclosure"
1987,"winter",19,"cryp cras",1,16,"exclosure"
1987,"winter",19,"cryp micr",20,16,"exclosure"
1987,"winter",19,"desc pinn",1,16,"exclosure"
1987,"winter",19,"eria diff",283,16,"exclosure"
1987,"winter",19,"erio aber",246,16,"exclosure"
1987,"winter",19,"erod cicu",328,16,"exclosure"
1987,"winter",19,"hapl grac",1503,16,"exclosure"
1987,"winter",19,"lepi lasi",4,16,"exclosure"
1987,"winter",19,"lesq gord",38,16,"exclosure"
1987,"winter",19,"mala fend",11,16,"exclosure"
1987,"winter",19,"micr lene",6,16,"exclosure"
1987,"winter",19,"phac ariz",13,16,"exclosure"
1987,"winter",19,"plan purs",5,16,"exclosure"
1987,"winter",19,"sper echi",7,16,"exclosure"
1987,"winter",21,"astr allo",2,16,"exclosure"
1987,"winter",21,"astr nutt",56,16,"exclosure"
1987,"winter",21,"bail mult",41,16,"exclosure"
1987,"winter",21,"chae stev",53,16,"exclosure"
1987,"winter",21,"cryp cras",6,16,"exclosure"
1987,"winter",21,"cryp micr",78,16,"exclosure"
1987,"winter",21,"desc pinn",5,16,"exclosure"
1987,"winter",21,"eria diff",297,16,"exclosure"
1987,"winter",21,"erig dive",13,16,"exclosure"
1987,"winter",21,"erio aber",245,16,"exclosure"
1987,"winter",21,"erod cicu",38,16,"exclosure"
1987,"winter",21,"erod texa",10,16,"exclosure"
1987,"winter",21,"gili sinu",8,16,"exclosure"
1987,"winter",21,"hapl grac",2763,16,"exclosure"
1987,"winter",21,"lepi lasi",9,16,"exclosure"
1987,"winter",21,"lesq gord",111,16,"exclosure"
1987,"winter",21,"mala fend",30,16,"exclosure"
1987,"winter",21,"micr lene",52,16,"exclosure"
1987,"winter",21,"phac ariz",13,16,"exclosure"
1987,"winter",21,"sper echi",15,16,"exclosure"
1987,"winter",21,"step exig",4,16,"exclosure"
1988,"winter",3,"astr nutt",9,16,"exclosure"
1988,"winter",3,"bail mult",11,16,"exclosure"
1988,"winter",3,"chae stev",3,16,"exclosure"
1988,"winter",3,"cryp micr",13,16,"exclosure"
1988,"winter",3,"desc pinn",12,16,"exclosure"
1988,"winter",3,"eria diff",101,16,"exclosure"
1988,"winter",3,"erig dive",2,16,"exclosure"
1988,"winter",3,"erio aber",35,16,"exclosure"
1988,"winter",3,"erod cicu",86,16,"exclosure"
1988,"winter",3,"gili sinu",3,16,"exclosure"
1988,"winter",3,"hapl grac",531,16,"exclosure"
1988,"winter",3,"mala fend",4,16,"exclosure"
1988,"winter",3,"micr lene",2,16,"exclosure"
1988,"winter",3,"plan purs",130,16,"exclosure"
1988,"winter",3,"sper echi",1,16,"exclosure"
1988,"winter",15,"astr nutt",81,16,"exclosure"
1988,"winter",15,"bail mult",2,16,"exclosure"
1988,"winter",15,"cryp cras",1,16,"exclosure"
1988,"winter",15,"cryp micr",11,16,"exclosure"
1988,"winter",15,"desc pinn",5,16,"exclosure"
1988,"winter",15,"eria diff",98,16,"exclosure"
1988,"winter",15,"erig dive",1,16,"exclosure"
1988,"winter",15,"erio aber",18,16,"exclosure"
1988,"winter",15,"hapl grac",187,16,"exclosure"
1988,"winter",15,"mala fend",2,16,"exclosure"
1988,"winter",15,"micr lene",1,16,"exclosure"
1988,"winter",15,"phac ariz",1,16,"exclosure"
1988,"winter",15,"sper echi",22,16,"exclosure"
1988,"winter",15,"step exig",1,16,"exclosure"
1988,"winter",19,"astr allo",2,16,"exclosure"
1988,"winter",19,"astr nutt",68,16,"exclosure"
1988,"winter",19,"bail mult",1,16,"exclosure"
1988,"winter",19,"chae stev",163,16,"exclosure"
1988,"winter",19,"cryp micr",21,16,"exclosure"
1988,"winter",19,"desc pinn",1,16,"exclosure"
1988,"winter",19,"eria diff",166,16,"exclosure"
1988,"winter",19,"erig dive",1,16,"exclosure"
1988,"winter",19,"erio aber",10,16,"exclosure"
1988,"winter",19,"erod cicu",58,16,"exclosure"
1988,"winter",19,"hapl grac",1179,16,"exclosure"
1988,"winter",19,"lepi lasi",1,16,"exclosure"
1988,"winter",19,"lesq gord",7,16,"exclosure"
1988,"winter",19,"mala fend",1,16,"exclosure"
1988,"winter",19,"micr lene",2,16,"exclosure"
1988,"winter",19,"phac ariz",3,16,"exclosure"
1988,"winter",19,"plan purs",1,16,"exclosure"
1988,"winter",19,"sper echi",5,16,"exclosure"
1988,"winter",19,"step exig",2,16,"exclosure"
1988,"winter",21,"astr nutt",71,16,"exclosure"
1988,"winter",21,"bail mult",4,16,"exclosure"
1988,"winter",21,"chae stev",149,16,"exclosure"
1988,"winter",21,"cryp cras",1,16,"exclosure"
1988,"winter",21,"cryp micr",27,16,"exclosure"
1988,"winter",21,"desc pinn",2,16,"exclosure"
1988,"winter",21,"eria diff",262,16,"exclosure"
1988,"winter",21,"erio aber",43,16,"exclosure"
1988,"winter",21,"erod cicu",103,16,"exclosure"
1988,"winter",21,"erod texa",2,16,"exclosure"
1988,"winter",21,"gili sinu",2,16,"exclosure"
1988,"winter",21,"hapl grac",1740,16,"exclosure"
1988,"winter",21,"lesq gord",20,16,"exclosure"
1988,"winter",21,"mala fend",5,16,"exclosure"
1988,"winter",21,"micr lene",15,16,"exclosure"
1988,"winter",21,"phac ariz",2,16,"exclosure"
1988,"winter",21,"plan purs",3,16,"exclosure"
1988,"winter",21,"sper echi",1,16,"exclosure"
1989,"winter",3,"astr allo",1,16,"exclosure"
1989,"winter",3,"astr nutt",45,16,"exclosure"
1989,"winter",3,"bail mult",50,16,"exclosure"
1989,"winter",3,"cryp cras",1,16,"exclosure"
1989,"winter",3,"cryp micr",27,16,"exclosure"
1989,"winter",3,"eria diff",73,16,"exclosure"
1989,"winter",3,"erig dive",7,16,"exclosure"
1989,"winter",3,"erio aber",18,16,"exclosure"
1989,"winter",3,"erod cicu",155,16,"exclosure"
1989,"winter",3,"erod texa",1,16,"exclosure"
1989,"winter",3,"gili sinu",2,16,"exclosure"
1989,"winter",3,"hapl grac",3967,16,"exclosure"
1989,"winter",3,"phac ariz",1,16,"exclosure"
1989,"winter",3,"plan purs",130,16,"exclosure"
1989,"winter",3,"sper echi",4,16,"exclosure"
1989,"winter",15,"astr allo",1,16,"exclosure"
1989,"winter",15,"astr nutt",313,16,"exclosure"
1989,"winter",15,"bail mult",9,16,"exclosure"
1989,"winter",15,"cryp micr",3,16,"exclosure"
1989,"winter",15,"eria diff",10,16,"exclosure"
1989,"winter",15,"erig dive",2,16,"exclosure"
1989,"winter",15,"erio aber",5,16,"exclosure"
1989,"winter",15,"erod cicu",4,16,"exclosure"
1989,"winter",15,"hapl grac",860,16,"exclosure"
1989,"winter",15,"sper echi",40,16,"exclosure"
1989,"winter",19,"astr nutt",14,16,"exclosure"
1989,"winter",19,"bail mult",9,16,"exclosure"
1989,"winter",19,"chae stev",1,16,"exclosure"
1989,"winter",19,"cryp cras",1,16,"exclosure"
1989,"winter",19,"cryp micr",14,16,"exclosure"
1989,"winter",19,"eria diff",110,16,"exclosure"
1989,"winter",19,"erio aber",29,16,"exclosure"
1989,"winter",19,"erod cicu",458,16,"exclosure"
1989,"winter",19,"hapl grac",7527,16,"exclosure"
1989,"winter",19,"lepi lasi",1,16,"exclosure"
1989,"winter",19,"lesq gord",26,16,"exclosure"
1989,"winter",19,"phac ariz",1,16,"exclosure"
1989,"winter",19,"plan purs",13,16,"exclosure"
1989,"winter",19,"sper echi",6,16,"exclosure"
1989,"winter",21,"astr nutt",351,16,"exclosure"
1989,"winter",21,"bail mult",11,16,"exclosure"
1989,"winter",21,"chae stev",19,16,"exclosure"
1989,"winter",21,"cryp cras",6,16,"exclosure"
1989,"winter",21,"cryp micr",20,16,"exclosure"
1989,"winter",21,"eria diff",127,16,"exclosure"
1989,"winter",21,"erig dive",7,16,"exclosure"
1989,"winter",21,"erio aber",32,16,"exclosure"
1989,"winter",21,"erod cicu",149,16,"exclosure"
1989,"winter",21,"erod texa",4,16,"exclosure"
1989,"winter",21,"hapl grac",5266,16,"exclosure"
1989,"winter",21,"lepi lasi",2,16,"exclosure"
1989,"winter",21,"lesq gord",53,16,"exclosure"
1989,"winter",21,"micr lene",1,16,"exclosure"
1989,"winter",21,"plan purs",31,16,"exclosure"
1989,"winter",21,"sper echi",7,16,"exclosure"
1990,"winter",3,"astr nutt",5,16,"exclosure"
1990,"winter",3,"bail mult",13,16,"exclosure"
1990,"winter",3,"dith wisl",2,16,"exclosure"
1990,"winter",3,"erio aber",1,16,"exclosure"
1990,"winter",3,"erio lemm",25,16,"exclosure"
1990,"winter",3,"erod cicu",43,16,"exclosure"
1990,"winter",3,"hapl grac",4,16,"exclosure"
1990,"winter",3,"pani hirt",2,16,"exclosure"
1990,"winter",3,"plan purs",8,16,"exclosure"
1990,"winter",15,"astr allo",1,16,"exclosure"
1990,"winter",15,"bail mult",5,16,"exclosure"
1990,"winter",19,"astr allo",5,16,"exclosure"
1990,"winter",19,"astr nutt",3,16,"exclosure"
1990,"winter",19,"bail mult",5,16,"exclosure"
1990,"winter",19,"hapl grac",3,16,"exclosure"
1990,"winter",21,"astr nutt",94,16,"exclosure"
1990,"winter",21,"bail mult",1,16,"exclosure"
1990,"winter",21,"eria diff",3,16,"exclosure"
1990,"winter",21,"erio aber",3,16,"exclosure"
1990,"winter",21,"erod cicu",4,16,"exclosure"
1990,"winter",21,"erod texa",8,16,"exclosure"
1990,"winter",21,"hapl grac",13,16,"exclosure"
1990,"winter",21,"lesq gord",2,16,"exclosure"
1990,"winter",21,"plan purs",22,16,"exclosure"
1991,"winter",3,"astr nutt",2,16,"exclosure"
1991,"winter",3,"bail mult",3,16,"exclosure"
1991,"winter",3,"chen frem",4,16,"exclosure"
1991,"winter",3,"cryp cras",1,16,"exclosure"
1991,"winter",3,"desc pinn",1,16,"exclosure"
1991,"winter",3,"eria diff",42,16,"exclosure"
1991,"winter",3,"erig dive",6,16,"exclosure"
1991,"winter",3,"erio aber",18,16,"exclosure"
1991,"winter",3,"gili sinu",6,16,"exclosure"
1991,"winter",3,"hapl grac",35,16,"exclosure"
1991,"winter",3,"lupi conc",4,16,"exclosure"
1991,"winter",3,"mala fend",7,16,"exclosure"
1991,"winter",3,"micr lene",7,16,"exclosure"
1991,"winter",3,"oeno prim",1,16,"exclosure"
